PROTEIN_U,PROTEIN_V,PUBMED
YER029C,YNL187W,9207794
YBR218C,YGL106W,16554755
YML007W,YOL148C,16429126
YNL157W,YNL209W,20471941
YEL048C,YKR068C,19220810
YEL048C,YKR068C,21453443
YEL048C,YKR068C,19416478
YGR281W,YHR001W,18467557
YKL049C,YNL212W,21070971
YDR386W,YKR081C,11805837
YJL115W,YLL022C,18458063
YJL115W,YLL022C,20953179
YKL042W,YLL026W,19536198
YHR027C,YPR118W,18757749
YEL030W,YJL020C,19536198
YGR061C,YOR117W,18757749
YNL279W,YOL108C,10688190
YDR480W,YHR084W,16782869
YDR480W,YHR084W,10825185
YDR480W,YHR084W,9343403
YDR480W,YHR084W,10688190
YDR480W,YHR084W,9094309
YBR160W,YGL178W,9154842
YGR162W,YLL045C,16429126
YDR324C,YMR128W,12150911
YDR324C,YMR128W,16429126
YLL026W,YOR164C,20850366
YAL033W,YNL282W,17881380
YAL033W,YNL282W,16429126
YBL002W,YDR439W,18997772
YBR072W,YNL099C,19536198
YDL229W,YOR226C,19536198
YML094W,YNL007C,19536198
YHR094C,YNL209W,19536198
YOR028C,YPR046W,17634282
YER018C,YKR048C,17634282
YDR480W,YHR084W,20489023
YDR480W,YHR084W,12590263
YDR480W,YHR084W,18719252
YDR388W,YGR250C,16554755
YAL005C,YDR527W,19536198
YDR091C,YLR192C,16554755
YBR095C,YCR009C,20489023
YKL011C,YPL106C,19536198
YDR091C,YLR192C,15660134
YDR174W,YLR429W,16554755
YDL113C,YPR049C,15659643
YBR036C,YDL212W,16093310
YHL002W,YLL015W,19841731
YHR027C,YPL140C,11805837
YER151C,YNL069C,20508643
YBL063W,YFL014W,19536198
YBR036C,YDL212W,18467557
YGL150C,YPL082C,18596064
YBR158W,YML064C,12628189
YJR007W,YPR041W,16522633
YJR007W,YPR041W,10075937
YJR123W,YLL039C,15699485
YCL035C,YNL064C,19536198
YML064C,YOR284W,18719252
YML064C,YOR284W,11283351
YJR007W,YPR041W,21745818
YJR007W,YPR041W,15838098
YDL105W,YOL133W,14690591
YER091C,YLR200W,19536198
YGR247W,YOR327C,11283351
YBR194W,YOR227W,21386897
YJR007W,YPR041W,16990799
YDR418W,YHR170W,19797078
YDR418W,YHR170W,15831484
YJR007W,YPR041W,11018020
YBR079C,YFR004W,20170199
YDR091C,YLR192C,14759368
YGL212W,YMR053C,10688190
YBR207W,YEL013W,18467557
YHR179W,YKL012W,16606443
YIL137C,YLR150W,16554755
YAL005C,YJL060W,19536198
YBR160W,YHR118C,14574415
YDL229W,YLR337C,19536198
YBR160W,YHR118C,15744308
YBR160W,YHR118C,11572976
YGL127C,YLL024C,19536198
YBR160W,YHR118C,21289063
YDR224C,YPL082C,16429126
YBR160W,YHR118C,21658602
YHR120W,YLR200W,19536198
YDL042C,YDR363W,18757937
YDL042C,YDR363W,12399377
YAL005C,YBR112C,19536198
YDR415C,YNL209W,19536198
YJL207C,YNL209W,19536198
YBL038W,YNL284C,11805826
YFR004W,YJL111W,20170199
YFR004W,YJL111W,18757749
YBR118W,YMR029C,16429126
YDR477W,YMR001C,19013276
YDL051W,YPR178W,16554755
YDR289C,YOR254C,19536198
YDR101C,YJL010C,17956976
YDL229W,YKR091W,19536198
YNL307C,YNL307C,11877433
YJL111W,YNR043W,19536198
YBR009C,YNL175C,16429126
YOL147C,YPL240C,15879519
YDR229W,YPL031C,16319894
YJL019W,YKR034W,17634282
YDL083C,YDR060W,16429126
YBL038W,YNL284C,16429126
YJL141C,YLR109W,11805837
YBL075C,YKR050W,19536198
YMR190C,YPL024W,15899853
YBR198C,YLR228C,21734642
YDR101C,YJL041W,18077551
YGL112C,YGR086C,21734642
YDR212W,YKL012W,16606443
YAL005C,YHR122W,19536198
YBR048W,YOL010W,16429126
YER125W,YOR042W,17551511
YHR027C,YJR105W,18757749
YHR169W,YML024W,16429126
YBL016W,YNL271C,15067022
YER045C,YGR123C,10688190
YER154W,YPL078C,17344477
YDR166C,YJL085W,10022848
YDR166C,YJL085W,16429126
YDR166C,YJL085W,18946089
YDR145W,YOR244W,20308326
YDR166C,YJL085W,8978675
YBR034C,YPR185W,14690591
YMR190C,YPL024W,20389284
YMR190C,YPL024W,15889139
YMR049C,YPR016C,11805837
YMR049C,YPR016C,11805826
YDR318W,YER084W,11283351
YMR049C,YPR016C,16095611
YMR049C,YPR016C,16429126
YLL039C,YOL126C,15699485
YFR040W,YOL069W,20489023
YDL229W,YPL247C,19536198
YFL007W,YNL209W,19536198
YBR041W,YMR313C,10515935
YDL143W,YOL016C,21460040
YBL007C,YDR172W,10471702
YBL007C,YDR172W,16382152
YBR145W,YDR499W,11805837
YFR009W,YKL029C,16429126
YLR106C,YOR272W,20542003
YFR004W,YPR037C,20170199
YCR021C,YML016C,18467557
YFR028C,YNL116W,21127052
YLR369W,YMR223W,19536198
YLR150W,YOL012C,21520965
YAR002W,YMR129W,18046405
YJR062C,YOR232W,11805837
YIL070C,YLR429W,16554755
YAR007C,YMR039C,22055186
YGL135W,YMR229C,16429126
YNL183C,YPR135W,21460040
YER070W,YOR197W,20624963
YEL055C,YOR294W,16554755
YIL115C,YML031W,18046405
YBL084C,YPR056W,16429126
YBR017C,YBR247C,18532879
YBR017C,YBR247C,11805837
YDR335W,YKL068W,11387327
YDR335W,YKL068W,11283351
YDR335W,YKL068W,12543930
YHR033W,YNL153C,19536198
YGL099W,YMR109W,14737190
YAL005C,YPR185W,19536198
YAL005C,YNL320W,19536198
YDR322W,YPR125W,16476776
YKL117W,YOL077C,21777812
YAL005C,YLR078C,19536198
YAL032C,YMR190C,12554883
YBR217W,YLL024C,19536198
YKL023W,YKL166C,21460040
YDL110C,YDR318W,11283351
YMR114C,YNL064C,19536198
YDL185W,YDR212W,19536198
YMR024W,YNL284C,16429126
YHL034C,YOR310C,16554755
YBR009C,YNR016C,22199229
YNL189W,YPR062W,10688190
YHR052W,YOL041C,12374754
YHR052W,YOL041C,16429126
YLR381W,YOL054W,21070970
YMR184W,YNL307C,16319894
YDL143W,YPL237W,19536198
YER092W,YHR135C,16319894
YKL104C,YLL039C,16554755
YBR247C,YJL109C,16429126
YBR247C,YJL109C,12150911
YBR198C,YDR403W,21734642
YDL020C,YHR200W,9512348
YDL020C,YHR200W,19217412
YHL002W,YMR275C,11743162
YGL037C,YGL116W,14660704
YOR319W,YPR076W,14690591
YJL164C,YKR084C,16319894
YKR054C,YML085C,19185494
YDL225W,YJR092W,16429126
YER057C,YPL106C,19536198
YBL075C,YFL008W,19536198
YER120W,YJL095W,21460040
YFR004W,YJR073C,20170199
YBL103C,YNL076W,20489023
YMR024W,YNL284C,11805826
YBR010W,YDR425W,22199229
YPL049C,YPL256C,9094309
YDL229W,YDR532C,19536198
YNL116W,YPL110C,11805837
YGR078C,YOL018C,19536198
YAL005C,YMR125W,19536198
YLR182W,YPL125W,20219973
YMR056C,YOL081W,20160012
YHL024W,YPL203W,16319894
YFR019W,YPL004C,16554755
YDL150W,YJL011C,16554755
YDL150W,YJL011C,16429126
YDL150W,YJL011C,21536656
YJL084C,YJL164C,16319894
YDR356W,YER018C,9585415
YGR229C,YMR116C,16362369
YJL106W,YPL254W,16319894
YKL022C,YLR127C,12574115
YKL022C,YLR127C,16554755
YDL185W,YGR020C,16554755
YDR100W,YPL218W,18719252
YOR324C,YPL093W,10688190
YFL018C,YGL112C,21734642
YDR373W,YGL153W,18719252
YDR373W,YGL153W,10688190
YDR373W,YGL153W,14690591
YDL094C,YIL046W,14690591
YHR135C,YLR355C,11805837
YDL185W,YGR020C,11805826
YBR169C,YGR264C,19536198
YHR085W,YHR160C,14690591
YDL045W,YOL113W,16319894
YGR267C,YHR030C,11805837
YBR072W,YCL032W,19536198
YDL185W,YGR020C,16429126
YKL022C,YLR127C,21186364
YKL022C,YLR127C,12402045
YKL022C,YLR127C,16429126
YKL022C,YLR127C,11805826
YKL022C,YLR127C,15797379
YKL022C,YLR127C,9469814
YIL135C,YNL154C,16319894
YGL195W,YOR326W,11805826
YKL022C,YLR127C,17406682
YKL022C,YLR127C,15060174
YKL022C,YLR127C,9469815
YKL022C,YLR127C,16364911
YKL022C,YLR127C,16275330
YKL022C,YLR127C,10318877
YKL022C,YLR127C,15649358
YLL022C,YPL106C,19536198
YKL022C,YLR127C,12887895
YEL012W,YLR377C,20617129
YNL118C,YOL149W,16554755
YNL118C,YOL149W,11805826
YJL026W,YLL026W,19536198
YNL118C,YOL149W,18719252
YNL118C,YOL149W,18280238
YNL118C,YOL149W,10508173
YNL118C,YOL149W,16429126
YGR187C,YJL179W,19536198
YDL229W,YGR075C,19536198
YKL059C,YNR045W,14690591
YBR119W,YKL173W,21558325
YER093C,YGR040W,11805837
YER093C,YGR040W,20489023
YNL307C,YOL130W,20489023
YNL118C,YOL149W,11741542
YNL118C,YOL149W,16341225
YJL164C,YKL008C,16319894
YBR034C,YDR128W,14690591
YGR024C,YNL179C,14690591
YGR055W,YPL265W,18467557
YGR184C,YML051W,12706896
YHL015W,YPR152C,21386897
YKL037W,YML058W,16554755
YDL229W,YLR290C,19536198
YIL078W,YJL034W,19536198
YDR146C,YLL024C,19536198
YDR172W,YGR072W,11179232
YDR150W,YLL024C,16429126
YDR150W,YLL024C,19536198
YGR047C,YHR143W,10559229
YDL116W,YML031W,18046405
YBR253W,YGR104C,16554755
YBR253W,YGR104C,20123732
YBR253W,YGR104C,16429126
YBR253W,YGR104C,19057509
YBR253W,YGR104C,11383511
YBR253W,YGR104C,11805826
YER100W,YIL030C,16179953
YGR252W,YLR449W,21734642
YLL009C,YLL013C,19918084
YCL059C,YLL011W,11805826
YCL059C,YLL011W,12150911
YCL059C,YLL011W,16429126
YNL216W,YPR104C,17452446
YFL034C,YNL124W,14690591
YDL116W,YLR029C,18046405
YDL229W,YNL284C,19536198
YGR024C,YKL161C,14690591
YDL020C,YPR175W,16554755
YDL229W,YJR143C,19536198
YBL032W,YER074W,16429126
YDR320C,YMR218C,19536198
YHR158C,YMR181C,10688190
YJL153C,YOR120W,18467557
YNL098C,YOL081W,8106517
YNL098C,YOL081W,11412100
YLL024C,YLR306W,19536198
YHR169W,YKL075C,11283351
YDR238C,YGL051W,17954604
YDL117W,YPL158C,19841731
YJR141W,YNL124W,14690591
YCL035C,YFR004W,20170199
YGL030W,YHR204W,10688190
YBL001C,YBL001C,18719252
YOR027W,YOR057W,18467557
YJL041W,YJL061W,16554755
YJL041W,YJL061W,18719252
YJL041W,YJL061W,18046405
YJL041W,YJL061W,17546040
YJL041W,YJL061W,18467557
YJL041W,YJL061W,15741174
YDL156W,YJL074C,22199229
YDL132W,YNL311C,14747994
YER075C,YHR030C,10523653
YBR056W,YGL227W,16606443
YER075C,YHR030C,11923319
YAL021C,YDL140C,21406554
YBR010W,YMR019W,22199229
YDL229W,YPL165C,19536198
YIR010W,YNL088W,21107429
YKL089W,YOR061W,21633108
YJL041W,YJL061W,11689687
YJL041W,YJL061W,14718168
YBR272C,YFR052W,19446322
YBR272C,YFR052W,11805826
YJL041W,YJL061W,11805826
YBR203W,YOL133W,14690591
YCL028W,YLR071C,19026788
YHR033W,YHR082C,21460040
YDL229W,YKL022C,19536198
YBR272C,YFR052W,19217412
YFR031C,YGL103W,16429126
YIL092W,YMR109W,19841731
YDL117W,YLR187W,19841731
YKL089W,YOR061W,17634282
YER035W,YNL118C,18467557
YDR087C,YLR032W,16554755
YDL229W,YGR158C,19536198
YJL041W,YJL061W,7559750
YJL041W,YJL061W,16429126
YBL075C,YLR026C,12941276
YJL041W,YJL061W,11283351
YMR022W,YOL064C,14690591
YDR395W,YKR048C,18086883
YJL041W,YJL061W,9843582
YER125W,YKL020C,15466864
YER125W,YKL020C,17289586
YER125W,YKL020C,15933713
YER125W,YKL020C,17719829
YER125W,YKL020C,19597489
YER125W,YKL020C,11870222
YER125W,YKL020C,11733065
YGL100W,YIR010W,21107429
YLR058C,YOR117W,18757749
YAL005C,YGR126W,19536198
YDL229W,YMR181C,19536198
YGR144W,YPL031C,16319894
YGR198W,YNL209W,19536198
YGR076C,YGR220C,16554755
YGR076C,YGR220C,11805826
YFL016C,YOR232W,9155010
YDR398W,YJL034W,19536198
YKL203C,YOR326W,17507646
YCR077C,YLL036C,11804584
YDL229W,YGL071W,19536198
YKL073W,YPL009C,19536198
YDR473C,YOR308C,21614000
YDR473C,YOR308C,16429126
YJR045C,YNR003C,19536198
YCR073C,YJL089W,16319894
YDL188C,YOR157C,11805826
YDR225W,YER110C,15679097
YDR225W,YER110C,17485461
YER029C,YGR091W,21558325
YER029C,YGR091W,11805826
YER029C,YGR091W,16429126
YDR110W,YHR152W,17634282
YDR110W,YHR152W,15043811
YMR186W,YNL272C,19536198
YOR037W,YPL240C,19536198
YBR010W,YKL062W,22199229
YGR024C,YPR049C,14690591
YER048C,YPR105C,19536198
YKL135C,YMR186W,19536198
YBR079C,YMR186W,16554755
YBR079C,YMR186W,19536198
YBL099W,YKR016W,21944719
YGL161C,YHR083W,14690591
YAL005C,YKL014C,19536198
YBL045C,YNL118C,10900456
YHR166C,YMR022W,14690591
YHR174W,YNL192W,16429126
YGR090W,YGR090W,14759368
YKL056C,YMR059W,11805837
YGR275W,YLR033W,14660704
YGR275W,YLR033W,14729968
YGR275W,YLR033W,16554755
YGR275W,YLR033W,14759368
YGR084C,YNL132W,16554755
YDL147W,YDR108W,16554755
YDL239C,YHR064C,19536198
YGR252W,YOR290C,21159817
YGR252W,YOR290C,18826948
YAL011W,YDL181W,11087867
YDL140C,YGR186W,14759368
YDL140C,YGR186W,16554755
YDL140C,YGR186W,12242279
YDL140C,YGR186W,20033062
YDR510W,YNL088W,18719252
YDR510W,YNL088W,15590687
YAL011W,YGR002C,14690608
YAL011W,YGR002C,15045029
YDL140C,YGR186W,8657139
YAL047C,YHR172W,10428957
YNR051C,YPR102C,20508643
YAL047C,YHR172W,9670012
YAL047C,YHR172W,16554755
YAL047C,YHR172W,12970190
YDR320C,YPL245W,19536198
YNL064C,YNL161W,19536198
YJL148W,YPL240C,15766533
YDL229W,YMR263W,19536198
YBR009C,YIR002C,22199229
YFR037C,YFR037C,14759368
YFR037C,YFR037C,9121424
YGR167W,YOR181W,16429126
YDR172W,YOR150W,16429126
YDR172W,YOR150W,11805826
YBR160W,YJL060W,14574415
YAL047C,YHR172W,21573187
YAL047C,YHR172W,18850724
YBR263W,YML018C,11283351
YHR186C,YJL106W,20489023
YGL086W,YHR064C,19536198
YGR032W,YPR054W,16116083
YAL047C,YHR172W,16429126
YKL203C,YNL192W,17507646
YBR070C,YGL047W,19129246
YAL005C,YGL139W,19536198
YIL129C,YPL106C,19536198
YEL034W,YIL148W,16554755
YBR070C,YGL047W,16100113
YBR070C,YGL047W,18809682
YBR070C,YGL047W,16100110
YBL002W,YKL173W,22199229
YBR198C,YMR186W,21734642
YGR111W,YPL031C,16319894
YAL041W,YBL085W,20489023
YAL041W,YBL085W,17417630
YDL147W,YER048C,19536198
YBR070C,YGL047W,22061998
YER048C,YPL260W,19536198
YBL089W,YPL106C,19536198
YLR113W,YPL106C,19536198
YBR173C,YPL031C,16319894
YHR135C,YOR162C,16319894
YBR246W,YDR212W,19536198
YBR254C,YDR472W,10688190
YBR254C,YDR472W,11283351
YBR254C,YDR472W,16429126
YBR254C,YDR472W,17027922
YBR009C,YDL229W,19536198
YDR012W,YHL034C,16429126
YEL030W,YKL176C,19536198
YGL180W,YNL186W,16319894
YMR117C,YMR224C,9520439
YDL229W,YGR002C,19536198
YJL045W,YNL153C,19536198
YLR102C,YLR127C,9469814
YLR102C,YLR127C,15060174
YBR254C,YDR472W,11805826
YAL005C,YAL040C,19536198
YGR104C,YLR369W,19536198
YGL173C,YHR086W,21558325
YGL173C,YHR086W,16429126
YDL229W,YNR022C,19536198
YJL128C,YOL076W,12783868
YBL075C,YOR074C,19536198
YHR079C,YLR429W,16319894
YKL117W,YMR102C,21777812
YHR039C,YOR332W,19081055
YDR441C,YML022W,18719252
YHR039C,YOR332W,16774922
YJL076W,YPL110C,16554755
YGR140W,YNL307C,8668125
YGR140W,YNL307C,7854321
YHR039C,YOR332W,12960158
YLL024C,YNL225C,19536198
YHR039C,YOR332W,20446876
YAR007C,YJR045C,19536198
YDR323C,YOR036W,9201718
YLR287C,YMR236W,21734642
YHR039C,YOR332W,18955482
YKL025C,YLL024C,19536198
YBL026W,YNL016W,18467557
YIL103W,YLL026W,19536198
YHR039C,YOR332W,9334266
YOL012C,YPL106C,19536198
YBL003C,YIL056W,16554755
YGR252W,YOL004W,21734642
YJL080C,YMR186W,19536198
YHR039C,YOR332W,15751969
YDR363W,YFR052W,15117943
YHR013C,YMR108W,16554755
YGR270W,YKR008W,19106085
YOR063W,YPL259C,16429126
YNL189W,YOR124C,16554755
YCR077C,YMR186W,16554755
YDR381W,YLR430W,18342605
YCR077C,YMR186W,19536198
YAL005C,YGR175C,19536198
YLR294C,YOR348C,10688190
YBR009C,YOR038C,14651846
YFL021W,YPL190C,16554755
YBL047C,YOL016C,20489023
YGL018C,YPR103W,19536198
YBL090W,YIL093C,16554755
YER178W,YGL137W,11805837
YDR359C,YHR064C,19536198
YBR060C,YMR036C,17825065
YCR077C,YMR186W,15766533
YAL005C,YIR035C,19536198
YAL005C,YLR147C,19536198
YOL139C,YPR171W,16554755
YDR364C,YER013W,20089683
YDR363W,YFR052W,15610744
YDL146W,YHR016C,19841731
YDL146W,YHR016C,19506040
YDR363W,YFR052W,22195964
YIL027C,YOR151C,18467557
YBR245C,YML094W,19536198
YMR196W,YPL204W,21460040
YGL174W,YMR213W,11884590
YDL229W,YPR024W,19536198
YGR103W,YJL034W,19536198
YDL137W,YPL106C,19536198
YIL133C,YKR081C,21926967
YDR087C,YGL103W,15100437
YAL026C,YGR229C,18467557
YBL002W,YDR121W,11805826
YDR453C,YML028W,16554755
YMR273C,YNL189W,11805826
YEL030W,YLR259C,19536198
YKL214C,YMR004W,15263065
YJL112W,YLR291C,18719252
YNL004W,YNL153C,19536198
YBL049W,YPR088C,21765803
YJL164C,YKL093W,16319894
YDR453C,YML028W,18719252
YBR110W,YDL229W,19536198
YJL109C,YLR197W,12150911
YJL109C,YLR197W,16429126
YOR304W,YPL106C,19536198
YBR198C,YOR151C,21734642
YBR193C,YLR295C,11283351
YAL034W,YKL049C,14633972
YGR032W,YNL161W,21118957
YAL034W,YKL049C,14602074
YFR050C,YML092C,16554755
YHL004W,YPR125W,16476776
YNL209W,YNL239W,19536198
YGR091W,YOR308C,21614000
Q0275,YJR121W,18819926
YDL061C,YDR318W,11283351
YAR002W,YDR381W,17922018
YFR050C,YML092C,16429126
YAL005C,YHL025W,19536198
YGR091W,YOR308C,16429126
YLR060W,YLR090W,19536198
YFR050C,YML092C,11805826
YGR136W,YKL117W,16554755
YDL008W,YLL024C,19536198
YAR019C,YPL209C,16176976
YHR089C,YLL026W,19536198
YDL156W,YPR110C,22199229
YCL034W,YOR181W,15651983
YCL034W,YOR181W,11743162
YIL111W,YKR016W,21944719
YDR320C,YGR075C,19536198
YBR248C,YLL024C,19536198
YDL147W,YJR091C,11283351
YHL025W,YKR001C,16429126
YDR171W,YNL007C,11805826
YDR171W,YNL007C,19536198
YBR119W,YKL074C,21558325
YDL165W,YDR443C,11113136
YCL034W,YOR181W,10512884
YDL202W,YDR320C,19536198
YJL173C,YLL006W,21825164
YGL035C,YOR351C,16319894
YNL007C,YOR018W,19536198
YCL059C,YOR310C,21558325
YEL030W,YLR060W,19536198
YDR473C,YGR091W,16554755
YDR473C,YGR091W,16429126
YDR473C,YGR091W,11805826
YEL063C,YKL154W,16093310
YBR146W,YIL070C,16554755
YDL229W,YML117W,19536198
YBR146W,YIL070C,11283351
YGL011C,YOR117W,16284124
YFR028C,YJR057W,20489023
YLL039C,YPR154W,21777813
YLL039C,YPR154W,11743162
YDL156W,YIL142W,22199229
YDL156W,YIL142W,11805837
YMR022W,YNL082W,14690591
YOL144W,YOR310C,16554755
YNL265C,YPR173C,16554755
YER069W,YLR147C,16554755
YDL229W,YHR085W,19536198
YDR028C,YHR052W,16554755
YHR142W,YJL117W,16093310
YKL152C,YLR180W,16429126
YER179W,YIL105C,10688190
YER029C,YJR084W,16429126
YNL209W,YPL002C,19536198
YGL210W,YML065W,20595233
YNR051C,YOL139C,20508643
YOL144W,YOR310C,21558325
YLL026W,YOR058C,19536198
YER074W,YER148W,12052880
YGR271W,YPL240C,19536198
YNL265C,YPR173C,18032582
YOL133W,YOR319W,11805826
YFR004W,YOR294W,16554755
YFR043C,YPR029C,11283351
YNL124W,YOL040C,15798213
YBL075C,YER164W,19536198
YLR340W,YML072C,16429126
YDR184C,YKR083C,17634282
YGR155W,YML085C,16554755
YIL105C,YJL095W,20489023
YBR010W,YMR269W,22199229
YLR383W,YPL240C,19536198
YHR064C,YMR066W,19536198
YDR343C,YNL032W,11805837
YBR034C,YIL068C,14690591
YDL028C,YMR109W,19841731
YBR106W,YHR140W,16093310
YLR301W,YNL209W,19536198
YCL037C,YJL111W,19536198
YDL235C,YLR006C,18467557
YDL235C,YLR006C,18719252
YLL024C,YNL049C,19536198
YBR191W,YFR004W,18757749
YBR191W,YFR004W,20170199
YBR034C,YIL175W,14690591
YDL235C,YLR006C,9882653
YDL136W,YHR066W,19737519
YDL150W,YDR224C,22199229
YHR064C,YNR006W,19536198
YDL126C,YKL145W,17264153
YLR367W,YOL139C,16429126
YDR510W,YKL152C,15590687
YDL235C,YLR006C,18573873
YGL208W,YNL330C,21906795
YDL235C,YLR006C,15769590
YDL235C,YLR006C,15628880
YDL235C,YLR006C,21118957
YDL235C,YLR006C,11073911
YDL235C,YLR006C,8808622
YCL031C,YDL229W,21724601
YCL031C,YDL229W,19536198
YDL239C,YLR423C,18719252
YDL239C,YLR423C,11283351
YBR118W,YPL240C,19536198
YDR328C,YFR014C,16319894
YDL235C,YLR006C,12777814
YPL228W,YPL240C,19536198
YDL235C,YLR006C,12582120
YGL051W,YKL174C,16093310
YDR439W,YPL200W,21664583
YEL030W,YMR176W,19536198
YLR113W,YMR172W,12743037
YLR113W,YMR172W,10409737
YDL002C,YKL101W,16319894
YML056C,YNL124W,15798213
YCL027W,YNL291C,16093310
YOL145C,YOR039W,11805826
YOL145C,YOR039W,16429126
YDR071C,YLR259C,19536198
YLR153C,YNR051C,20508643
YAL024C,YLR200W,19536198
YIL095W,YLR432W,16429126
YAL053W,YJL179W,19536198
YGL086W,YGL116W,9461437
YLR113W,YMR172W,20489023
YBR189W,YGL167C,16554755
YDR075W,YML010W,16554755
YDR075W,YML010W,16085932
YDR075W,YML010W,16299494
YMR017W,YMR183C,17714435
YLL024C,YPR189W,19536198
YAL047C,YDR179C,16554755
YBR028C,YIL144W,16554755
YDR472W,YOR115C,17027922
YBR106W,YEL002C,16093310
YGR262C,YJR072C,11805837
YBR087W,YOL094C,11805826
YBR087W,YOL094C,16429126
YGR056W,YNL064C,19536198
YAL029C,YER110C,11805826
YKR068C,YLR342W,16429126
YGL222C,YPL106C,19536198
YKR068C,YLR342W,11805826
YNL189W,YNL331C,11283351
YKL014C,YMR290C,15226434
YDL047W,YIL142W,11805826
YDL047W,YIL142W,16429126
YDL047W,YIL142W,20489023
YBL023C,YLR291C,18719252
YNL154C,YOR084W,21460040
YDR320C,YML133C,19536198
YLL024C,YLR148W,19536198
YGL112C,YPR079W,21734642
YML072C,YML072C,18467557
YAL005C,YER019W,19536198
YBR073W,YLL026W,19536198
YER125W,YJR051W,17551511
YJR142W,YLR249W,16429126
YDR298C,YPL078C,9867807
YDR298C,YPL078C,9893937
YAL005C,YCL009C,19536198
YAL005C,YLR323C,19536198
YBR039W,YML058W,11805837
YFL039C,YMR061W,11805826
YFL014W,YLR150W,19536198
YBR302C,YLR138W,14718542
YGR278W,YLL036C,16554755
YDR156W,YJL148W,16554755
YGR278W,YLL036C,16429126
YLR420W,YNL088W,18467557
YOL100W,YPR083W,21460040
YDR170C,YDR477W,11805837
YDR086C,YFR004W,20170199
YDR516C,YPL150W,21460040
YAR007C,YNR051C,20508643
YHR185C,YJR093C,15894541
YPL004C,YPL106C,19536198
YGL111W,YPL106C,19536198
YDL229W,YOR056C,19536198
YLR074C,YOL127W,16429126
YDR472W,YOR115C,16554755
YLL013C,YOL128C,20489023
YHR122W,YIL071C,14690591
YBR176W,YKL101W,21460040
YOR209C,YPR152C,16606443
YHR064C,YLR187W,19536198
YER059W,YHR064C,19536198
YJR022W,YOL031C,10900456
YDR485C,YGL018C,19536198
YGR152C,YJL014W,18511909
YLR131C,YPL256C,15200949
YPL031C,YPR019W,16319894
YDR472W,YOR115C,16429126
YGR063C,YML069W,12556496
YDL156W,YMR246W,22199229
YHR046C,YHR064C,19536198
YGL130W,YPL228W,11094081
YGL130W,YPL228W,16554755
YDR320C,YPL226W,19536198
YJL138C,YNL132W,16429126
YJL138C,YNL132W,11805826
YCL043C,YCL043C,18815132
YCL043C,YCL043C,16413482
YGL130W,YPL228W,16429126
YIL126W,YMR033W,16554755
YFR004W,YPL111W,20170199
YDR100W,YLL048C,18467557
YHR027C,YOR340C,18757749
YBR119W,YHR165C,21558325
YMR109W,YNL271C,19841731
YJL117W,YMR134W,18467557
YLR080W,YPR181C,12134087
YGL130W,YPL228W,11805826
YML059C,YNL209W,19536198
YER086W,YKL081W,16429126
YER086W,YKL081W,11805826
YBR118W,YHR154W,16267268
YBR009C,YPR018W,14651846
YBR009C,YPR018W,22199229
YBR009C,YPR018W,18373695
YGL130W,YPL228W,12419231
YGL130W,YPL228W,9832501
YGL130W,YPL228W,10572165
YGL130W,YPL228W,20826334
YGL130W,YPL228W,9755857
YGL130W,YPL228W,9345280
YGL130W,YPL228W,11463793
YML124C,YMR012W,16429126
YNL124W,YOR258W,14690591
YBR009C,YER114C,22199229
YGL130W,YPL228W,10428848
YER164W,YOR319W,11805837
YBR059C,YBR059C,11283351
YNR011C,YPR178W,16554755
YOL018C,YOR320C,16107716
YIL126W,YMR033W,16429126
YIL126W,YMR033W,12805231
YIL126W,YMR033W,18408732
YMR109W,YNL271C,11743162
YDR388W,YNL243W,11489916
YFR004W,YPL111W,18757749
YFL002C,YML069W,21825077
YJR069C,YPL240C,15879519
YDL117W,YPL038W,19841731
YMR186W,YNL216W,19536198
YBL093C,YGR104C,16554755
YBL093C,YGR104C,11805826
YGL045W,YML094W,19536198
YBL093C,YGR104C,20123732
YBR081C,YGL105W,21734642
YJR050W,YNR011C,20089683
YBL093C,YGR104C,19057509
YDL229W,YOR110W,19536198
YLR019W,YMR012W,20489023
YML010W,YML088W,18949821
YCL030C,YML124C,11805826
YOL090W,YPL055C,19106085
YML048W,YMR058W,16093310
YGL019W,YLR399C,15143168
YBL093C,YGR104C,11383511
YFR004W,YFR024C,20170199
YDR392W,YPL082C,18596064
YDR395W,YLR293C,21329658
YCR059C,YLL024C,19536198
YBR198C,YLR200W,21734642
YGL171W,YGR090W,11805826
YGL171W,YGR090W,16429126
YGL171W,YGR090W,12150911
YPL201C,YPR036W,16554755
YGR285C,YHR200W,18757749
YDR334W,YLR385C,16554755
YDR334W,YLR385C,14690608
YDR334W,YLR385C,15045029
YDR334W,YLR385C,19088068
YGR270W,YGR270W,19106085
YKL052C,YNR031C,21460040
YCR072C,YHR085W,19737519
YDR174W,YFL024C,16554755
YPL240C,YPR163C,19536198
YJL102W,YLL024C,19536198
YHR031C,YKL054C,15863512
YBR286W,YLL024C,19536198
YGR030C,YNL221C,11880623
YIL144W,YOR174W,18719252
YKL190W,YLR433C,16554755
YKL190W,YLR433C,11805837
YGL030W,YPL106C,19536198
YKL190W,YLR433C,10373463
YHR142W,YIL016W,16093310
YHL002W,YIL095W,19841731
YER151C,YGR240C,20508643
YDR247W,YLR003C,21460040
YBR009C,YDR362C,22199229
YGR030C,YNL221C,17881380
