PROTEIN_U,PROTEIN_V,PUBMED
YGR030C,YNL221C,20086051
YDL229W,YDR427W,19536198
YDR331W,YLL024C,19536198
YDR331W,YLL024C,16429126
YJL173C,YJR089W,21441928
YBR198C,YMR309C,21734642
YOR093C,YPR088C,21765803
YNL227C,YNL298W,19536198
YDR260C,YOR303W,11805837
YKL190W,YLR433C,20489023
YDL028C,YML091C,20489023
YKL190W,YLR433C,17386265
YNL192W,YNL209W,19536198
YPL028W,YPL240C,19536198
YLR180W,YOR117W,18757749
YFL022C,YFR004W,18757749
YFL022C,YFR004W,20170199
YJL164C,YPL203W,11805837
YJL164C,YPL203W,16554755
YJL164C,YPL203W,20489023
YBR010W,YFL047W,22199229
YJR045C,YLR340W,19536198
YBL075C,YLL060C,16554755
YBL075C,YLL060C,19536198
YDR192C,YER105C,18046405
YPL014W,YPL256C,15200949
YDR071C,YNR051C,20508643
YDL047W,YKR028W,16554755
YDL047W,YKR028W,19749176
YDL166C,YLR222C,11283351
YDL047W,YKR028W,11805837
YDL143W,YHR169W,16429126
YDL047W,YKR028W,8649382
YDL047W,YKR028W,20489023
YIL074C,YJL164C,16319894
YDL047W,YKR028W,16429126
YDL047W,YKR028W,11805826
YDL047W,YKR028W,14759368
YDL229W,YLR284C,19536198
YDR034C,YKL068W,11283351
YDR335W,YJL061W,10678175
YGL234W,YOL094C,11805837
YML049C,YMR213W,16429126
YCL032W,YDR386W,10688190
YML049C,YMR213W,11884590
YML049C,YMR213W,11805826
YBR010W,YGR080W,22199229
YDL229W,YPR065W,19536198
YER048C,YLR153C,19536198
YFR034C,YGR118W,14660704
YLR025W,YOR275C,15371534
YLR025W,YOR275C,11283351
YLR025W,YOR275C,15086794
YLR025W,YOR275C,19725809
YAL005C,YJR033C,19536198
YNL124W,YPL131W,15798213
YDR195W,YML010W,12556496
YCR008W,YJR076C,21460040
YDR379W,YLL024C,19536198
YDL008W,YDL008W,10888670
YAL010C,YLL006W,13679517
YDL229W,YMR075W,19536198
YAL010C,YLL006W,17410204
YAL010C,YLL006W,21036907
YAL010C,YLL006W,21945531
YDR496C,YLR175W,16429126
YAL010C,YLL006W,21825164
YDR496C,YLR175W,21558325
YDR496C,YLR175W,11805826
YLR442C,YMR273C,10398844
YDR238C,YML067C,18467557
YDR458C,YJL092W,15964827
YBR152W,YPR178W,16429126
YBR152W,YPR178W,11805826
YER151C,YKL081W,20508643
YGL237C,YOR353C,14690591
YPL146C,YPL211W,16128814
YDR238C,YML067C,16429126
YNL118C,YOR124C,10900456
YMR138W,YNR050C,9520439
YCL010C,YDR145W,12052880
YCL010C,YDR145W,21734642
YCL010C,YDR145W,16429126
YDL193W,YJR132W,11805837
YGL018C,YOR164C,19536198
YDR086C,YGR175C,16093310
YEL055C,YGL043W,14759368
YDL229W,YMR268C,19536198
YBR095C,YDL229W,19536198
YDR473C,YLR438C,16554755
YJL129C,YOR196C,16554755
YDR473C,YLR438C,14759368
YBR086C,YNL307C,16319894
YBR034C,YDR249C,11283351
YDR190C,YFL002C,21825077
YDR237W,YGR220C,16429126
YDR237W,YGR220C,11805826
YFL002C,YLR067C,21825077
YIL115C,YMR308C,9891088
YFL002C,YMR012W,21825077
YLR200W,YPL174C,19536198
YDL156W,YLL022C,22199229
YJL117W,YMR058W,16093310
YGR162W,YJL190C,16429126
YHL032C,YPL004C,16554755
YJL020C,YMR032W,19841731
YJL020C,YMR032W,11743162
YFL014W,YPL106C,19536198
YDR473C,YLR438C,10747033
YDL212W,YLR208W,10564255
YGL011C,YPR103W,16554755
YGL011C,YPR103W,11805826
YDL053C,YMR123W,16554755
YHR105W,YOR292C,15263065
YMR022W,YOR375C,14690591
YHR077C,YNL153C,19536198
YBL040C,YJR010C,16093310
YBR279W,YKL049C,21070971
YKL034W,YNL124W,14690591
YGL120C,YOL115W,16554755
YGL011C,YPR103W,14759368
YGL011C,YPR103W,17892321
YBR175W,YHR177W,11283351
YER146W,YKL073W,19536198
YDL229W,YER177W,19536198
YDL229W,YER177W,21182200
YGL011C,YPR103W,16429126
YDR238C,YER151C,20508643
YDR520C,YDR520C,18719252
YDR520C,YDR520C,11967834
YGR078C,YML094W,16554755
YML074C,YOR080W,11805837
YDL229W,YOR299W,19536198
YGR078C,YML094W,18467557
YML069W,YOR123C,16554755
YDL229W,YIL056W,19536198
YGR078C,YML094W,19536198
YKR006C,YML065W,20595233
YML069W,YOR123C,12242279
YDR166C,YNL272C,16611746
YML069W,YOR123C,14759368
YKR081C,YPL240C,19536198
YBL026W,YEL030W,19536198
YDR060W,YJL008C,19536198
YDL190C,YML100W,11805837
YJL026W,YJL026W,9774971
YJL026W,YJL026W,10716984
YJL026W,YJL026W,11526232
YJL026W,YJL026W,15196016
YAR003W,YHR119W,16429126
YAR003W,YHR119W,11752412
YAR003W,YHR119W,16554755
YAR003W,YHR119W,22158900
YAR003W,YHR119W,11805826
YAR003W,YHR119W,11742990
YAR003W,YHR119W,11687631
YAR003W,YHR119W,16921172
YML065W,YOR096W,20595233
YGR078C,YML094W,11805826
YGR078C,YML094W,9463374
YGR178C,YLR216C,18467557
YML069W,YOR123C,20634314
YML069W,YOR123C,11927560
YDR224C,YIL159W,22199229
YHR056C,YLR321C,21701592
YDR073W,YMR033W,7623818
YGR086C,YPL235W,16554755
YLL034C,YOR341W,14690591
YLL034C,YOR341W,11805826
YKL203C,YPR165W,17507646
YDL019C,YHR114W,19841731
YGR166W,YOR115C,19843283
YGR166W,YOR115C,20375281
YBR169C,YDR263C,19536198
YLR438C,YNL118C,18467557
YGL180W,YGL180W,19591838
YGL180W,YGL180W,21712380
YGL180W,YGL180W,20439775
YIL071C,YOL117W,21289098
YIL071C,YOL117W,16429126
YGL180W,YGL180W,12589048
YDR523C,YNL064C,19536198
YLR096W,YLR257W,16319894
YGL180W,YGL180W,21460632
YDL225W,YDL225W,18467557
YLR438C,YNL118C,16554755
YJL008C,YNL112W,19536198
YDR174W,YGL200C,16554755
YDR001C,YPL240C,15766533
YEL030W,YNL313C,19536198
YDL065C,YPL112C,18467557
YDL065C,YPL112C,15133130
YDL065C,YPL112C,19451657
YBR267W,YFR014C,16319894
YDR378C,YOR308C,16429126
YDR378C,YOR308C,21614000
YGL105W,YJL164C,16319894
YEL030W,YHR084W,19536198
YJL102W,YNL209W,19536198
YBR166C,YNL209W,16554755
YBR166C,YNL209W,19536198
YIR010W,YJL154C,21107429
YIR038C,YNL219C,18719252
YDR289C,YLL024C,19536198
YGL158W,YGR252W,20489023
YNR064C,YOL108C,11071933
YNL127W,YOL086C,11805826
YMR186W,YPR056W,21876155
YJR009C,YKL010C,16429126
YDL015C,YMR215W,16093310
YNR023W,YPL129W,12052880
YNR023W,YPL129W,8668146
YDR283C,YEL030W,19536198
YDR040C,YJR066W,17507646
YBR195C,YNL206C,19683497
YNL127W,YOL086C,21036361
YCL011C,YNL298W,20489023
YAL005C,YPR181C,19536198
YBR247C,YDL229W,19536198
YJL060W,YPL031C,16319894
YDL140C,YGR005C,16554755
YLL004W,YNL261W,16547092
YLL004W,YNL261W,18647841
YLL004W,YNL261W,16554755
YLL004W,YNL261W,17825065
YLL004W,YNL261W,17880717
YGR046W,YPL262W,14690591
YLR332W,YLR371W,11113201
YNL064C,YOR142W,19536198
YDL140C,YGR005C,14759368
YAL032C,YNL271C,12554883
YDR329C,YPL112C,18467557
YDL140C,YGR005C,20033062
YHR122W,YHR199C,14690591
YJL179W,YNL153C,16554755
YFR004W,YML056C,20170199
YJL179W,YNL153C,19536198
YGL026C,YMR223W,21734642
YDL140C,YGR005C,12242279
YJL061W,YPR119W,20489023
YLR110C,YNL209W,19536198
YDR390C,YMR236W,21734642
YDR328C,YPL240C,12084919
YBR175W,YGR249W,11283351
YKR104W,YLR214W,16093310
YER110C,YOR136W,16429126
YDR190C,YER148W,12576485
YDL156W,YGR250C,22199229
YDL140C,YGR005C,16429126
YDL140C,YGR005C,9032243
YMR196W,YOR244W,19303850
YOR204W,YPR041W,16429126
YAL007C,YHR026W,16093310
YDR313C,YPL133C,10688190
YCR033W,YLL026W,19536198
YBR105C,YCL039W,11805837
YHL033C,YPR143W,15769876
YDL140C,YGR005C,14580350
YDL229W,YDR143C,19536198
YDR224C,YOR224C,22199229
YHR122W,YPL106C,19536198
YGR033C,YNL131W,19884344
YGR033C,YNL131W,15797382
YGR033C,YNL131W,15878866
YCL010C,YJR009C,21734642
YDR447C,YNR051C,20508643
YLR147C,YLR298C,16554755
YBL075C,YLR325C,16554755
YBL075C,YLR325C,19536198
YFR024C,YKL068W,18719252
YCL025C,YCR034W,16093310
YJL081C,YLR399C,20332092
YHR185C,YKL166C,16319894
YER145C,YHR094C,18467557
YBR055C,YNR011C,16554755
YLR180W,YOR151C,16429126
YBR154C,YPR086W,18467557
YHR169W,YMR242C,16429126
YJL192C,YLR350W,18467557
YDR171W,YHR061C,19536198
YDR150W,YHR064C,19536198
YOR080W,YOR254C,19536198
YDL148C,YLL024C,19536198
YBR118W,YOL083W,16429126
YFL002C,YNL005C,21825077
YHR199C,YLR427W,11805837
YML001W,YOR089C,22157956
YDR032C,YGL115W,11805837
YJL008C,YNR053C,19536198
YDL111C,YOL142W,16429126
YDL111C,YOL142W,16829593
YMR068W,YNL006W,14736892
YMR068W,YNL006W,12408816
YDL208W,YDR386W,11805837
YOL130W,YPL106C,19536198
YEL030W,YJR113C,19536198
YIL128W,YML085C,16429126
YBR105C,YNL085W,16429126
YHR064C,YJR122W,19536198
YDL229W,YER062C,19536198
YLL021W,YLR362W,9632790
YMR168C,YMR168C,10352012
YMR168C,YMR168C,17997968
YMR168C,YMR168C,18064045
YHR016C,YIL156W,19841731
YGR090W,YJL190C,16429126
YHR200W,YNL112W,18757749
YFL002C,YJL191W,21825077
YCR002C,YDR168W,16554755
YBR031W,YGR214W,16429126
YHR200W,YLL050C,18757749
YOL147C,YPL203W,21460040
YML073C,YNL175C,16429126
YGL120C,YJL176C,16227579
YGR078C,YPL231W,19536198
YLL008W,YOL100W,21460040
YDR386W,YPL108W,11283351
YNL135C,YPR093C,11805837
YNL135C,YPR093C,18719252
YOR046C,YPL122C,12686617
YDR303C,YKR008W,14729968
YDR303C,YKR008W,16429126
YDR303C,YKR008W,16554755
YLR196W,YOR206W,16554755
YLR196W,YOR206W,18467557
YDL149W,YNL307C,16319894
YBL003C,YKL009W,19106085
YBL075C,YDR138W,19536198
YBR171W,YPR088C,21454595
YIL030C,YLR231C,16606443
YIL084C,YPL031C,16319894
YHL030W,YNL007C,19536198
YLR337C,YNL124W,14690591
YGL104C,YGL225W,16093310
YHR191C,YOL094C,11389843
YDR477W,YHR103W,16319894
YCL028W,YOR174W,19026788
YIL076W,YMR214W,19536198
YDR423C,YMR047C,11283351
YHL030W,YPL217C,21724601
YAL005C,YDR378C,19536198
YOL142W,YOR076C,16554755
YOR340C,YOR341W,16429126
YOR340C,YOR341W,16554755
YMR236W,YOL039W,21734642
YBL076C,YJR097W,19536198
YOR340C,YOR341W,10791972
YHR056C,YJL165C,16319894
YDR169C,YHR135C,16319894
YOR340C,YOR341W,14759368
YAL005C,YKR008W,19536198
YOR340C,YOR341W,18160037
YDR280W,YHR010W,16429126
YOR340C,YOR341W,11918799
YOR340C,YOR341W,21048197
YEL026W,YJR010C,16554755
YOR340C,YOR341W,11805826
YBR058C,YOL113W,11283351
YOR340C,YOR341W,11805837
YMR109W,YNR007C,19841731
YDR296W,YML025C,16429126
YFR004W,YML085C,18757749
YFR004W,YML085C,20170199
YBR010W,YPR023C,18984594
YBR010W,YPR023C,22177115
YCR100C,YDR414C,16093310
YNL027W,YNL307C,16319894
YBR167C,YGR030C,11880623
YBR167C,YGR030C,11805826
YBR167C,YGR030C,20057077
YBR167C,YGR030C,17717080
YBR167C,YGR030C,17881380
YGL171W,YPL204W,12628929
YHR064C,YLR276C,19536198
YEL030W,YPL215W,19536198
YOL142W,YOR076C,16429126
YOL142W,YOR076C,19046973
YMR186W,YNL045W,19536198
YCL063W,YFR021W,18467557
YCL063W,YFR021W,11536337
YAL034W,YBR107C,14633972
YER008C,YMR304W,11805826
YBR095C,YDR188W,19536198
YBR065C,YNL064C,19536198
YER161C,YGR090W,11805837
YDR446W,YJL194W,28176084
YLR311C,YPL106C,19536198
YNL288W,YPR035W,16554755
YBR272C,YHR083W,14690591
YIR012W,YLL024C,19536198
YJR089W,YLL024C,19536198
YER119C,YPL031C,16319894
YFL039C,YIL159W,19386598
YAL005C,YCR059C,19536198
YMR186W,YNL064C,19536198
YFR004W,YLR060W,20170199
YER048C,YNL097C,19536198
YFR004W,YLR060W,18757749
YFR004W,YPL061W,20170199
YFR004W,YPL061W,16284124
YFR004W,YPL061W,18757749
YOR224C,YPR110C,17937913
YIR042C,YPL240C,15879519
YBR109C,YKL175W,11474067
YOR224C,YPR110C,16429126
YOR224C,YPR110C,11805826
YNL207W,YOR167C,21835981
YLL012W,YLR100W,18467557
YEL015W,YER124C,10900456
YER074W,YFL002C,21825077
YGL100W,YKR082W,18046405
YGL100W,YKR082W,15741174
YHR186C,YLR403W,19328065
YLR002C,YOL077C,16429126
YGR220C,YPL183W,11805826
YGR220C,YPL183W,16429126
YDR188W,YNR051C,20508643
YDR162C,YPL161C,21118957
YMR018W,YNL124W,14690591
YLR258W,YOL100W,21460040
YCR042C,YLR115W,12052880
YHR200W,YJL060W,18757749
YJL041W,YLR335W,18467557
YAL032C,YOR156C,12554883
YBR034C,YHL034C,16403427
YDL028C,YMR114C,21460040
YGL198W,YPL095C,11283351
YAL005C,YNL229C,18400756
YFR024C,YOR181W,10512884
YDR233C,YHR027C,18757749
YDL179W,YDR379W,17853895
YFR050C,YNL253W,11595789
YFR024C,YOR181W,18467557
YFR024C,YOR181W,11743162
YFR024C,YOR181W,19841731
YFR024C,YOR181W,14737190
YGR095C,YGR195W,17942686
YER103W,YJL061W,17020589
YBR198C,YMR227C,12840001
YFR024C,YOR181W,21035341
YBR175W,YIL160C,11283351
YER155C,YPL042C,20489023
YJL137C,YLR258W,11283351
YJL137C,YLR258W,9584169
YJL137C,YLR258W,16554755
YDR314C,YDR388W,16554755
YJL137C,YLR258W,18719252
YJL137C,YLR258W,10874034
YDR337W,YLR200W,19536198
YFR004W,YHR111W,20170199
YER157W,YPL246C,18467557
YCR082W,YJR072C,14690591
YNL306W,YPL013C,16429126
YJL115W,YOR061W,16554755
YGR189C,YGR285C,19536198
YDL056W,YLL036C,11804584
YDL082W,YFR031C,16429126
YHL011C,YMR139W,19754463
YHL011C,YMR139W,11805837
YFR024C,YOR181W,16429126
YFR024C,YOR181W,11805826
YAL034W,YDR254W,14633972
YBL091C,YNL290W,11805837
YBL023C,YNL262W,16554755
YDR510W,YHR206W,15590687
YBR172C,YNR051C,20508643
YFR034C,YGR027C,14660704
YBR109C,YOR233W,16319894
YLR291C,YMR246W,11805837
YBR010W,YOL038W,22199229
YLL026W,YOR258W,19536198
YNR036C,YPL106C,19536198
YLR423C,YOR361C,16554755
YBR010W,YDR477W,11498592
YDR012W,YDR320C,19536198
YCL009C,YLL024C,19536198
YCL009C,YLL024C,16429126
YBR274W,YKL181W,21460040
YGL245W,YKL116C,16319894
YGL120C,YKR022C,16554755
YGL120C,YKR022C,16227579
YGL120C,YKR022C,16357217
YNL064C,YOR326W,19536198
YDR496C,YKL130C,21526221
YDR496C,YKL130C,19244342
YDR496C,YKL130C,15198983
YOR153W,YPR152C,21386897
YJL010C,YPR137W,17956976
YBL105C,YPL240C,19536198
YDR381W,YGL190C,11805826
YDL007W,YGL004C,11805837
YBL023C,YNL262W,18851837
YDL007W,YGL004C,19446323
YER098W,YHR082C,16319894
YER082C,YFR028C,18794331
YBR207W,YNL238W,18467557
YGL019W,YGR246C,11551505
YKR001C,YNL330C,11805826
YGR179C,YOR026W,14633972
YGR109C,YLR079W,21963604
YGR109C,YLR079W,20489023
YIL038C,YKL049C,21070971
YER125W,YLR326W,17551511
YMR242C,YOR206W,16429126
YBR195C,YLR418C,11283351
YER147C,YNL007C,19536198
YIL095W,YML037C,16319894
YMR285C,YPL240C,19536198
YBR198C,YDR171W,21734642
YBR261C,YDL229W,19536198
YER110C,YPL235W,16429126
YDR335W,YPR008W,10688190
YFR004W,YGL054C,20170199
YER151C,YLR355C,20508643
YFL039C,YNL243W,9159132
YFL039C,YNL243W,10581178
YBR152W,YIR009W,16429126
YBR152W,YIR009W,11805826
YDL229W,YHR063C,19536198
YDL229W,YPL195W,19536198
YMR071C,YOL018C,16107716
YBR112C,YNL330C,14525981
YDR188W,YGR218W,19536198
YBR112C,YNL330C,11069890
YJL203W,YMR285C,9207794
YGL180W,YLR125W,16319894
YNL263C,YOR132W,15263065
YLR291C,YML042W,18719252
YAL005C,YGL251C,19536198
YER139C,YOL005C,19394294
YDR135C,YGL181W,9914482
YIL009W,YPL106C,19536198
YLR321C,YMR091C,16554755
YLR321C,YMR091C,14759368
YDR381W,YHR052W,16554755
YBR245C,YDR224C,16429126
YBR245C,YDR224C,20190278
YDR091C,YDR429C,16429126
YDL025C,YLR002C,20489023
YJL005W,YOR057W,12456005
YEL013W,YJR091C,11283351
YLR454W,YNL153C,19536198
YDR320C,YDR363W,19536198
YLL004W,YPL008W,20980819
YDL229W,YOR358W,19536198
YDL229W,YPR160W,19536198
YDL116W,YGL035C,22110603
YNL084C,YNL243W,18467557
YLL024C,YOR141C,19536198
YHR066W,YLR075W,11864607
YGR092W,YGR200C,21460040
YDR130C,YMR319C,19948764
YLR321C,YMR091C,14729968
YGR052W,YML037C,16319894
YGL195W,YPL240C,19536198
YLR321C,YMR091C,16429126
YLR321C,YMR091C,21701592
YBR088C,YDR097C,11005803
YBR088C,YDR097C,20967232
YBR088C,YDR097C,17531814
YBR088C,YDR097C,12435741
YBR088C,YDR097C,12215524
YBR088C,YDR097C,12239216
YMR120C,YOR327C,18467557
YCL016C,YLR123C,11283351
YFL049W,YGR275W,14660704
YDR264C,YJL178C,18467557
YDL055C,YGR204W,16429126
YDR054C,YMR186W,19536198
YAL005C,YBR286W,19536198
YBR009C,YJR132W,11805826
YAL034W,YPL125W,17634282
YBR009C,YJR132W,16429126
YBR034C,YFL007W,14690591
YDL229W,YPL005W,19536198
YFR022W,YLR248W,16319894
YER151C,YJR144W,20508643
YJL098W,YLL024C,19536198
YBR042C,YNL154C,16319894
YMR214W,YMR242C,19536198
YHL011C,YNL007C,19536198
YFL022C,YLR060W,16429126
YFL022C,YLR060W,16554755
YFL022C,YLR060W,11805826
YDR394W,YGR232W,16554755
YDR394W,YGR232W,19412159
YDR394W,YGR232W,19446323
YGL105W,YGL245W,16554755
YGL105W,YGL245W,8895587
YGL105W,YGL245W,16914447
YBR122C,YOR201C,16429126
YGR082W,YLR168C,20622808
YDR394W,YGR232W,11283351
YFR047C,YFR047C,18719252
YFR047C,YFR047C,18321072
YFR047C,YFR047C,10688190
YFR047C,YFR047C,11283351
YDR394W,YGR232W,18467557
YDL031W,YNL207W,20489023
YAL005C,YKL160W,19536198
YAL005C,YBR130C,19536198
YDR394W,YGR232W,11805837
YAR014C,YDR195W,11743162
YAR014C,YDR195W,19841731
YHR183W,YPL031C,16319894
YDL140C,YKL110C,12424236
YDL140C,YKL110C,12139626
YDL140C,YKL110C,11929532
YDR394W,YGR232W,17555716
YKL006W,YNL110C,17922018
YDR394W,YGR232W,10688190
YDL229W,YNL250W,19536198
YDL229W,YOL051W,19536198
YGL105W,YGL245W,16429126
YDR394W,YGR232W,16429126
YLR215C,YLR386W,10688190
YBR171W,YHL042W,16093310
YGR282C,YKR026C,11805837
YER110C,YMR047C,11387327
YER110C,YMR047C,10684247
YER110C,YMR047C,18046405
YHR171W,YHR171W,11139573
YHR171W,YHR171W,12965207
YDR386W,YER112W,10900456
YBR160W,YIL112W,14574415
YAL021C,YGR092W,9311989
YAL021C,YGR092W,9463387
YAL021C,YGR092W,11113136
YHR171W,YHR171W,22056771
YJL179W,YMR080C,19536198
YJL179W,YLR433C,19536198
YDR394W,YGR232W,17329811
YDR380W,YEL003W,19536198
YHR060W,YHR107C,11805837
YAL005C,YFR053C,16429126
YAL005C,YFR053C,19536198
YGL097W,YGL207W,16365162
YHR170W,YPR016C,18467557
YHR171W,YHR171W,21193819
YGL105W,YGL245W,11069915
YHR170W,YPR016C,20670889
YBR009C,YGR170W,11805826
YGL105W,YGL245W,9659920
YBR009C,YGR170W,16429126
YAL038W,YKL110C,12139626
YER105C,YGL201C,15633294
YDL229W,YGL253W,19536198
YGL105W,YGL245W,15667228
YBR009C,YEL046C,11805826
YNL154C,YOR239W,16319894
YLL024C,YNL261W,19536198
YDR496C,YPR016C,11805826
YDR496C,YPR016C,16429126
YDR496C,YPR016C,16095611
YFR024C,YKR030W,11743162
YBR010W,YEL061C,22199229
YDL140C,YMR236W,21734642
YDR460W,YOL133W,21816351
YOR319W,YPR152C,21386897
YDL229W,YDR159W,19536198
YJL178C,YML018C,18467557
YGL097W,YIL063C,9395535
YGR155W,YJL179W,19536198
YAL005C,YHL032C,19536198
YDR252W,YGR134W,16554755
YDR252W,YGR134W,11283351
YDL229W,YDR006C,19536198
YDR252W,YGR134W,18214544
YCR086W,YOR098C,10688190
YBR106W,YPR124W,16093310
YLR335W,YMR308C,10678175
YGR275W,YPL249C,14660704
YKL014C,YOL144W,15226434
YLL024C,YNL082W,16429126
YJL179W,YML062C,19536198
YDR087C,YOR063W,15100437
YDR087C,YOR063W,11158312
YDR087C,YOR063W,11728313
YML094W,YNL234W,19536198
YKL014C,YOL144W,16429126
YER125W,YHR183W,16606443
YMR102C,YOR174W,11805837
YFR001W,YLR449W,18467557
YBL032W,YGL180W,16319894
YDR496C,YLR259C,19536198
YHL030W,YHL033C,21321079
YBL003C,YLR276C,19106085
YBR010W,YER169W,21067515
YDR174W,YOL012C,19106085
YBR010W,YER169W,17525156
YKL173W,YPL178W,21558325
YAL005C,YDR036C,19536198
YLR351C,YLR351C,12833551
YDR388W,YER125W,14761940
YDL229W,YPL126W,19536198
YIL156W,YJL020C,16554755
YJR141W,YPL012W,21482668
YGR159C,YIR010W,21107429
YLR166C,YNL138W,16624861
YBR009C,YGR240C,11805826
YJR093C,YOR061W,21755460
YJR093C,YOR061W,16496213
YJR093C,YOR061W,16933028
YDL088C,YGL122C,20823268
YER125W,YPR154W,22000681
YHR020W,YLR222C,11805837
YJR002W,YLR186W,15590835
YDR388W,YER125W,17551511
YDR388W,YER125W,11805837
YDR388W,YER125W,22000681
YAL028W,YOL034W,14690591
YKL171W,YOL163W,16319894
YDL229W,YNL040W,19536198
YHL018W,YNL189W,11283351
YMR236W,YNL189W,21734642
YDL229W,YML112W,19536198
YCR077C,YER048C,19536198
YFL023W,YGR040W,16319894
YDR071C,YDR247W,11805837
YDL064W,YDR409W,11587849
YBR006W,YNL064C,19536198
YHL033C,YHR197W,19737519
YDL064W,YDR409W,11577116
YDL229W,YOL022C,19536198
YER151C,YOR136W,20508643
YJR045C,YPR103W,19536198
YDL064W,YDR409W,11572779
YDL064W,YDR409W,19748360
YDL064W,YDR409W,16109721
YDL064W,YDR409W,16204216
YDR320C,YJR053W,19536198
YHR108W,YJR125C,17344475
YHR108W,YJR125C,12483220
YHR108W,YJR125C,20704189
YBL068W,YMR214W,19536198
YDL229W,YIL129C,19536198
YJL124C,YKR026C,10900456
YNL298W,YOL039W,14660704
YMR110C,YNL064C,19536198
YDR408C,YOR174W,10688190
YAL038W,YOL081W,20160012
YJR049C,YOR009W,18467557
YDL147W,YGL200C,11805837
YBR081C,YDL229W,19536198
YEL021W,YPL240C,19536198
YBL032W,YPL031C,16319894
YBL092W,YNL124W,15798213
YDL071C,YMR022W,14690591
YHR066W,YKL172W,11864607
YHR066W,YKL172W,11805826
YER155C,YNL153C,19536198
YDR386W,YGR234W,11805837
YDR098C,YPL209C,21460040
YDL040C,YOR259C,12504901
YDL229W,YPL157W,19536198
YNL161W,YPL032C,21118957
YDR495C,YLL024C,19536198
YBL016W,YPL049C,9094309
YBL016W,YPL049C,8918885
YBL016W,YPL049C,11525741
YBL016W,YPL049C,11283351
YBL016W,YPL049C,14734536
YBL016W,YPL049C,20489023
YGR218W,YMR235C,15769879
YGR218W,YMR235C,16429126
YGL195W,YHR064C,19536198
YLL039C,YML123C,15699485
YBL003C,YJL008C,19536198
YGR061C,YLL024C,19536198
YDR484W,YGR245C,11283351
YGR004W,YPR028W,11283351
YAL011W,YDL229W,19536198
YDR283C,YPL106C,19536198
YFL042C,YNL064C,19536198
YBR060C,YHR118C,17825065
YBR060C,YHR118C,16554755
YLR223C,YMR005W,20059977
YNL007C,YOR361C,19536198
YBR060C,YHR118C,17880717
YBR009C,YDR348C,22199229
YBR060C,YHR118C,11805826
YBR060C,YHR118C,18845545
YGR124W,YLR196W,16554755
YDR142C,YGR239C,10688190
YDR142C,YGR239C,18719252
YGL013C,YGR252W,21734642
YDR142C,YGR239C,9864360
YDR142C,YGR239C,11283351
YDR142C,YGR239C,11606420
YDL130W,YDR367W,11283351
YBR060C,YHR118C,16429126
YDR146C,YPL254W,11805837
YDR347W,YGL066W,21734642
YHR027C,YOR056C,16554755
YDR225W,YLR442C,8779721
YDR225W,YLR442C,19217406
YDR225W,YLR442C,18158899
YNL272C,YPL153C,17130285
YDR497C,YHR076W,20489023
YMR049C,YOR206W,11805826
YMR049C,YOR206W,16429126
YMR049C,YOR206W,11805837
YFR037C,YLL026W,14729968
YCR020C,YPR051W,16554755
YBL041W,YPR103W,16554755
YIL147C,YLR006C,11073911
YGL035C,YMR139W,16319894
YGR055W,YML016C,18467557
YML016C,YPL074W,10790385
YCR020C,YPR051W,11805826
YCR020C,YPR051W,10504710
YGL099W,YJR045C,19536198
YBL041W,YPR103W,14759368
YGL237C,YPR016C,11805837
YBR179C,YBR179C,21385840
YBR179C,YBR179C,16624808
YBR179C,YBR179C,19812251
YGR074W,YMR125W,11805826
YGR074W,YMR125W,17922018
YGR074W,YMR125W,16429126
YBR225W,YGL197W,16554755
YBR225W,YGL197W,11805826
YNL025C,YNL153C,19536198
YBL041W,YPR103W,17892321
YPL213W,YPR057W,21558325
YBR169C,YLR209C,19536198
YLL024C,YMR121C,19536198
YLR222C,YMR186W,19536198
YAL005C,YNL068C,19536198
YAL005C,YDL131W,19536198
YBL072C,YBR194W,21386897
YBR087W,YLR223C,16554755
YLR090W,YMR179W,19536198
YIL005W,YPL240C,19536198
YJL189W,YKR048C,18719252
YBR238C,YDR510W,15590687
YDL143W,YJL082W,19536198
YMR106C,YPR088C,11805837
YBL041W,YPR103W,16429126
YBL007C,YPR030W,19841731
YAR014C,YDR010C,19841731
YJR017C,YOR078W,16606443
YDR403W,YKR053C,11283351
YDR280W,YHR069C,16554755
YDR280W,YHR069C,14759368
YDR280W,YHR069C,16429126
YDR280W,YHR069C,12837249
YDR280W,YHR069C,11805826
YDR207C,YMR263W,16314178
YNL007C,YPL249C,19536198
YJL164C,YOL130W,16319894
YDR372C,YHL030W,21321079
YDL022W,YPL022W,11805837
YFR015C,YLL024C,19536198
YBR251W,YJR113C,16429126
YBR251W,YJR113C,11805826
YBR251W,YJR113C,16554755
YCL027W,YGL099W,19841731
YBL097W,YLR086W,10811823
YBL097W,YLR086W,16554755
YBL097W,YLR086W,21441928
YMR315W,YNL209W,19536198
YHR154W,YHR154W,16267268
YJL076W,YPR110C,18467557
YBR233W,YKL074C,18719252
YCL030C,YLR180W,11805826
YBR279W,YIL035C,16554755
YBR059C,YOR027W,21460040
YDR523C,YOR177C,21460040
YFR004W,YIL075C,16554755
YFR004W,YIL075C,15917626
YFR004W,YIL075C,21321079
YFR004W,YIL075C,16429126
YFR004W,YIL075C,16284124
YFR004W,YIL075C,21627799
YFR004W,YIL075C,21658604
YFR004W,YIL075C,16338358
YBR010W,YNR016C,22199229
